0.250,0.250,0.250,0.250
-0.019,-0.008,0.378,0.344
0.416,0.362,0.728,0.796
0.556,0.374,0.975,0.887
0.538,0.490,0.793,0.856
0.328,0.175,0.626,0.558
0.067,0.004,0.453,0.392
-0.035,-0.091,0.338,0.374
0.252,0.180,0.679,0.549
-0.163,-0.338,0.164,0.099
0.158,0.103,0.426,0.434
-0.102,-0.235,0.225,0.179
-0.357,-0.488,0.004,-0.026
-0.652,-0.668,-0.290,-0.255
-0.577,-0.522,-0.185,-0.172
-0.462,-0.593,-0.112,-0.157
-0.430,-0.482,0.125,-0.003
-0.518,-0.617,-0.217,-0.248
-0.664,-0.739,-0.372,-0.405
-0.322,-0.449,0.038,-0.007
-0.545,-0.633,-0.308,-0.279
-0.672,-0.775,-0.342,-0.421
-0.865,-0.869,-0.423,-0.495
-0.610,-0.714,-0.291,-0.316
-0.388,-0.423,0.022,-0.011
-0.163,-0.277,0.206,0.081
-0.058,-0.187,0.159,0.188
-0.256,-0.322,0.066,-0.013
0.192,0.169,0.534,0.520
0.168,-0.040,0.442,0.436
0.164,-0.042,0.483,0.428
-0.308,-0.423,-0.006,-0.009
-0.054,-0.052,0.392,0.290
-0.011,-0.096,0.257,0.256
0.180,0.030,0.491,0.422
0.154,-0.027,0.473,0.433
-0.044,-0.221,0.306,0.302
-0.618,-0.642,-0.224,-0.200
-0.944,-0.956,-0.518,-0.581
-0.807,-0.880,-0.409,-0.403
-0.722,-0.803,-0.358,-0.555
-0.740,-0.704,-0.258,-0.328
-0.091,-0.108,0.366,0.268
0.152,0.140,0.515,0.496
0.047,0.026,0.432,0.327
0.168,0.186,0.515,0.549
0.255,0.088,0.552,0.489
0.153,0.068,0.559,0.461
0.724,0.563,1.000,0.992
0.739,0.562,1.106,1.008
0.846,0.733,1.193,1.155
0.593,0.466,0.967,0.873
0.662,0.550,0.973,0.981
0.763,0.612,1.060,0.999
0.380,0.235,0.705,0.719
0.321,0.203,0.666,0.674
0.008,-0.092,0.346,0.321
0.314,0.169,0.672,0.579
0.098,0.067,0.516,0.539
0.211,0.171,0.667,0.567
0.306,0.229,0.538,0.586
0.620,0.577,0.902,0.967
0.140,0.130,0.507,0.473
0.397,0.433,0.679,0.691
0.551,0.615,0.961,0.915
0.532,0.468,0.829,0.732
0.260,0.339,0.587,0.627
0.482,0.386,0.789,0.693
0.202,0.130,0.544,0.468
0.118,0.058,0.466,0.497
0.164,0.150,0.548,0.559
0.126,-0.015,0.456,0.408
-0.050,-0.075,0.329,0.326
-0.154,-0.420,0.096,0.040
-0.401,-0.462,-0.043,-0.093
-0.188,-0.163,0.242,0.273
-0.334,-0.426,-0.067,0.010
-0.142,-0.324,0.216,0.107
-0.069,-0.055,0.240,0.215
-0.182,-0.239,0.179,0.120
-0.545,-0.609,-0.040,-0.216
0.114,0.099,0.454,0.444
0.083,0.061,0.452,0.335
-0.264,-0.206,0.138,0.051
-0.445,-0.533,-0.057,-0.143
-0.593,-0.551,-0.147,-0.175
-0.926,-0.974,-0.476,-0.568
-0.463,-0.600,-0.107,-0.124
-0.842,-0.951,-0.489,-0.552
-0.899,-0.945,-0.530,-0.575
-0.850,-0.844,-0.497,-0.562
-1.041,-1.168,-0.758,-0.784
-0.938,-1.062,-0.654,-0.653
-0.799,-0.850,-0.423,-0.469
-0.792,-0.943,-0.511,-0.544
-1.065,-1.164,-0.742,-0.720
-0.784,-0.880,-0.424,-0.375
