1.396,1.948,1.948
1.394,1.926,1.955
1.349,1.902,1.951
1.366,1.874,1.956
1.403,1.901,1.961
1.398,1.894,1.976
1.373,1.915,1.926
1.362,1.911,1.875
1.367,1.876,1.879
1.366,1.892,1.865
1.354,1.921,1.837
1.334,1.932,1.837
1.336,1.922,1.809
1.338,1.916,1.804
1.329,1.916,1.782
1.312,1.919,1.769
1.284,1.948,1.775
1.299,1.922,1.779
1.287,1.952,1.795
1.274,1.925,1.805
1.286,1.984,1.820
1.296,1.950,1.827
1.297,1.938,1.771
1.299,1.977,1.757
1.269,2.029,1.737
1.253,1.991,1.727
1.245,2.036,1.670
1.245,2.023,1.647
1.209,2.048,1.633
1.193,2.078,1.629
1.200,2.080,1.617
1.192,2.054,1.625
1.224,2.012,1.576
1.223,1.997,1.588
1.220,2.003,1.553
1.211,2.021,1.551
1.181,1.983,1.523
1.172,1.996,1.521
1.147,2.020,1.508
1.147,2.014,1.478
1.137,2.016,1.484
1.130,2.041,1.484
1.120,1.979,1.498
1.140,2.042,1.525
1.173,2.020,1.565
1.176,2.063,1.546
1.200,2.066,1.535
1.192,2.033,1.535
1.179,2.003,1.539
1.192,2.015,1.546
1.183,1.994,1.561
1.156,1.990,1.552
1.149,1.955,1.559
1.104,1.984,1.535
1.067,1.930,1.531
1.039,1.931,1.535
1.046,1.935,1.512
1.012,1.969,1.518
0.994,1.928,1.506
0.988,1.942,1.489
0.975,1.912,1.524
0.988,1.934,1.552
0.962,1.934,1.511
0.963,1.909,1.508
0.951,1.949,1.503
0.944,1.921,1.499
0.948,1.944,1.491
0.969,1.966,1.529
0.953,1.986,1.499
0.937,2.034,1.460
0.939,2.058,1.465
0.974,2.034,1.460
0.991,1.995,1.491
0.990,2.029,1.491
1.002,2.025,1.469
1.004,1.987,1.498
1.000,2.058,1.482
1.017,2.039,1.476
1.012,2.058,1.468
1.001,2.106,1.460
0.984,2.157,1.429
0.998,2.186,1.432
1.012,2.187,1.423
0.984,2.232,1.464
0.967,2.286,1.474
0.975,2.265,1.454
0.970,2.276,1.489
0.982,2.293,1.470
0.972,2.277,1.497
1.007,2.223,1.487
1.022,2.196,1.491
1.000,2.188,1.496
0.998,2.190,1.497
0.995,2.209,1.526
0.957,2.231,1.547
0.944,2.248,1.553
0.937,2.257,1.546
0.928,2.268,1.556
0.936,2.311,1.511
0.952,2.315,1.527
0.973,2.207,1.513
0.982,2.188,1.494
0.990,2.131,1.436
1.003,2.163,1.443
1.001,2.160,1.448
1.019,2.138,1.434
1.025,2.163,1.414
1.017,2.191,1.411
1.018,2.215,1.446
0.998,2.257,1.444
1.010,2.251,1.462
0.991,2.274,1.464
0.976,2.310,1.471
1.031,2.286,1.444
1.033,2.250,1.447
1.026,2.246,1.432
1.026,2.241,1.434
1.035,2.253,1.419
1.043,2.233,1.405
1.049,2.244,1.390
1.044,2.216,1.390
1.056,2.241,1.384
1.055,2.215,1.359
1.044,2.232,1.351
1.039,2.217,1.372
1.050,2.248,1.401
1.033,2.259,1.404
1.030,2.224,1.388
1.043,2.194,1.392
1.027,2.198,1.389
1.001,2.195,1.381
1.014,2.201,1.391
1.008,2.192,1.437
0.991,2.145,1.441
0.992,2.141,1.442
0.979,2.156,1.441
1.007,2.185,1.434
1.016,2.162,1.456
1.012,2.154,1.457
1.010,2.138,1.450
1.026,2.117,1.451
1.055,2.088,1.450
1.053,2.035,1.458
1.052,2.039,1.464
1.067,2.049,1.478
1.059,2.015,1.435
1.032,2.050,1.453
1.035,2.057,1.440
1.029,2.052,1.429
1.012,2.028,1.443
1.013,1.995,1.433
1.021,2.000,1.420
1.017,1.990,1.432
1.016,1.982,1.412
1.032,1.989,1.436
1.022,2.021,1.427
1.014,2.061,1.383
1.021,2.089,1.381
1.028,2.041,1.382
1.017,2.086,1.323
1.023,2.071,1.323
1.015,2.073,1.333
0.999,2.045,1.312
1.003,2.041,1.339
0.985,2.037,1.351
0.972,2.019,1.358
0.995,1.996,1.339
0.987,1.987,1.340
1.007,1.986,1.344
1.019,1.981,1.373
1.025,1.959,1.385
1.024,1.944,1.377
1.035,1.938,1.363
1.041,1.910,1.366
1.039,1.883,1.400
1.053,1.894,1.395
1.040,1.900,1.375
1.011,1.886,1.354
1.018,1.871,1.373
1.036,1.868,1.352
1.043,1.812,1.343
1.021,1.874,1.301
1.031,1.906,1.309
1.031,1.916,1.312
1.023,1.865,1.323
1.010,1.881,1.342
1.019,1.905,1.367
0.995,1.922,1.371
0.998,1.908,1.365
0.995,1.896,1.372
0.979,1.903,1.385
0.969,1.891,1.409
0.947,1.952,1.358
0.945,1.895,1.375
0.929,1.898,1.356
0.937,1.895,1.385
0.920,1.898,1.405
0.902,1.872,1.379
0.892,1.852,1.386
0.884,1.907,1.375
0.897,1.931,1.378
0.884,1.948,1.360
0.895,1.941,1.369
0.917,1.944,1.349
0.928,1.882,1.378
0.939,1.915,1.354
0.964,1.969,1.364
0.988,2.001,1.371
0.984,2.036,1.383
0.991,2.058,1.406
0.986,2.073,1.390
0.983,2.072,1.379
0.964,2.064,1.383
0.945,2.073,1.370
0.925,2.096,1.353
0.929,2.071,1.342
0.940,2.089,1.359
0.948,2.090,1.353
0.954,2.087,1.418
0.945,2.112,1.385
0.951,2.105,1.394
0.955,2.106,1.401
0.970,2.096,1.412
0.985,2.093,1.412
0.996,2.136,1.442
0.994,2.178,1.415
1.019,2.186,1.435
1.028,2.251,1.409
1.019,2.196,1.417
1.026,2.221,1.400
1.027,2.213,1.402
1.044,2.199,1.398
1.056,2.252,1.426
1.058,2.292,1.405
1.060,2.286,1.405
1.056,2.280,1.439
1.053,2.310,1.440
1.016,2.323,1.423
1.003,2.307,1.408
0.989,2.323,1.417
1.004,2.349,1.384
1.030,2.347,1.416
1.026,2.368,1.430
1.012,2.367,1.431
1.001,2.326,1.441
1.014,2.345,1.446
1.047,2.356,1.422
1.058,2.333,1.413
1.065,2.349,1.438
1.058,2.303,1.454
1.025,2.296,1.403
1.024,2.301,1.395
1.054,2.283,1.393
1.049,2.279,1.432
1.043,2.250,1.404
1.039,2.262,1.404
1.039,2.275,1.397
1.042,2.269,1.416
1.062,2.286,1.414
1.066,2.329,1.401
1.078,2.316,1.419
1.043,2.296,1.426
1.047,2.268,1.405
1.043,2.276,1.411
1.010,2.334,1.397
1.008,2.310,1.385
1.014,2.284,1.427
1.015,2.260,1.399
1.004,2.333,1.380
1.028,2.383,1.380
1.070,2.366,1.338
1.079,2.337,1.355
1.077,2.336,1.372
1.084,2.349,1.381
1.111,2.330,1.330
1.112,2.332,1.349
1.069,2.346,1.335
1.057,2.362,1.383
1.071,2.371,1.337
1.062,2.409,1.285
1.027,2.432,1.263
1.059,2.439,1.284
1.061,2.452,1.284
1.050,2.460,1.265
1.059,2.475,1.257
1.077,2.518,1.278
1.078,2.474,1.284
1.084,2.446,1.285
1.092,2.460,1.287
1.106,2.430,1.302
1.105,2.372,1.264
1.112,2.344,1.257
1.114,2.350,1.255
1.118,2.305,1.245
1.092,2.354,1.210
1.094,2.341,1.205
1.089,2.368,1.199
1.081,2.365,1.176
1.064,2.352,1.187
1.048,2.350,1.192
1.044,2.334,1.161
1.033,2.362,1.153
1.028,2.358,1.149
1.035,2.359,1.139
1.024,2.335,1.174
1.022,2.276,1.165
1.024,2.316,1.201
1.052,2.303,1.232
1.018,2.300,1.243
0.983,2.287,1.224
0.966,2.271,1.227
0.943,2.304,1.222
0.968,2.258,1.204
0.973,2.259,1.249
0.970,2.276,1.278
0.983,2.270,1.247
0.987,2.272,1.242
0.996,2.317,1.246
0.989,2.313,1.251
0.976,2.262,1.263
1.030,2.267,1.301
1.035,2.297,1.296
1.033,2.304,1.309
1.040,2.304,1.291
1.018,2.350,1.305
0.989,2.327,1.280
0.991,2.347,1.262
0.958,2.324,1.262
0.943,2.337,1.254
0.947,2.340,1.246
0.948,2.346,1.243
0.961,2.379,1.264
0.962,2.347,1.273
0.964,2.356,1.289
0.980,2.342,1.297
0.970,2.372,1.326
0.979,2.358,1.327
0.977,2.388,1.351
0.972,2.376,1.373
0.978,2.365,1.389
0.989,2.378,1.372
0.979,2.382,1.354
0.985,2.394,1.342
1.005,2.386,1.346
1.004,2.376,1.331
0.971,2.377,1.333
0.950,2.413,1.344
0.952,2.465,1.349
0.967,2.483,1.341
0.976,2.461,1.320
0.989,2.362,1.316
0.982,2.351,1.343
0.979,2.314,1.327
0.986,2.285,1.306
1.008,2.282,1.330
0.994,2.283,1.352
0.996,2.259,1.308
0.993,2.242,1.289
0.986,2.288,1.285
0.964,2.298,1.285
0.974,2.272,1.305
0.938,2.251,1.331
0.931,2.284,1.328
0.961,2.268,1.344
0.949,2.247,1.386
0.959,2.264,1.345
0.970,2.264,1.351
0.978,2.252,1.355
0.977,2.286,1.368
0.962,2.311,1.361
0.976,2.244,1.323
1.002,2.252,1.356
1.036,2.216,1.371
1.025,2.199,1.372
1.014,2.209,1.328
1.030,2.215,1.332
1.095,2.208,1.318
1.102,2.221,1.299
1.110,2.178,1.264
1.116,2.196,1.243
1.111,2.201,1.307
1.103,2.222,1.275
1.108,2.221,1.242
1.094,2.219,1.226
1.136,2.231,1.225
1.106,2.262,1.235
1.096,2.276,1.246
1.070,2.339,1.268
1.058,2.414,1.305
1.058,2.442,1.321
1.059,2.416,1.312
1.052,2.464,1.318
1.063,2.446,1.324
1.069,2.476,1.328
1.085,2.490,1.299
1.095,2.472,1.304
1.084,2.517,1.300
1.090,2.493,1.322
1.093,2.458,1.338
1.102,2.450,1.329
1.094,2.428,1.345
1.091,2.441,1.347
1.069,2.412,1.339
1.069,2.432,1.302
1.100,2.435,1.287
1.109,2.456,1.250
